Year,Primary County,Dual Eligible,Major Diagnostic Category,Episode Disease Category,Beneficiaries with Condition,Beneficiaries with Admissions,Total Inpatient Admissions,Beneficiaries with ER Visits,Total ER Visits
2014,Rensselaer,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,1640,359,783,958,3666
2014,Saratoga,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,1642,173,273,424,804
2014,Cayuga,Non-Dual,Mental Diseases And Disorders,Depression,1644,417,825,845,2647
2014,Westchester,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,1645,531,1463,801,2694
2014,Suffolk,Non-Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,1650,979,2716,998,3833
2014,Ontario,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,1653,300,492,762,1958
2014,Queens,Non-Dual,Diabetes Mellitus,Diabetes with Circulatory Complication,1657,455,1086,505,1362
2014,Bronx,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Pulmonary Hypertension,1663,1334,4607,854,2700
2014,New York,Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,1663,1530,2945,581,1650
2014,Onondaga,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,1663,719,1142,625,2100
2014,Schenectady,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,1669,558,1093,1043,3521
2014,Richmond,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,1670,662,1456,752,1852
2014,Richmond,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,1671,752,2303,1000,3660
2014,Westchester,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,1671,574,1351,969,3479
2014,Onondaga,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,1676,655,1006,573,1863
2014,Albany,Non-Dual,Mental Diseases And Disorders,Schizophrenia,1678,499,1086,927,3794
2014,Suffolk,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Dysrhythmia and Conduction Disorders,1681,1148,1907,642,1703
2014,Richmond,Non-Dual,Substance Abuse,Other Significant Drug Abuse,1682,792,2487,931,3198
2014,Chautauqua,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,1685,402,537,438,944
2014,Queens,Non-Dual,Substance Abuse,Opioid Abuse - Continuous,1694,1301,4647,1050,4087
2014,Bronx,Non-Dual,Mental Diseases And Disorders,Major Personality Disorders,1699,1237,4392,1169,5727
2014,New York,Dual,Diabetes Mellitus,Other Diabetic Complications,1702,1041,2117,568,1376
2014,New York,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Device Status,1702,1205,2074,546,1416
2014,Oneida,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,1714,766,1445,976,3625
2014,Nassau,Dual,Diseases And Disordes Of The Respiratory System,Asthma,1716,842,1390,594,1353
2014,Schenectady,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,1716,383,768,941,3309
2014,New York,Non-Dual,Substance Abuse,Drug Abuse Related Diagnoses,1717,1241,6971,1159,8749
2014,Erie,Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,1729,1161,1782,684,1693
2014,Fulton,Non-Dual,Mental Diseases And Disorders,Depression,1731,388,735,951,2953
2014,Jefferson,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,1741,265,440,954,3006
2014,Westchester,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,1742,736,1962,868,2684
2014,Wayne,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,1748,355,578,743,2023
2014,New York,Dual,Substance Abuse,Chronic Alcohol Abuse,1760,1340,3322,847,3596
2014,Westchester,Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,1760,937,1472,530,1218
2014,Orange,Non-Dual,Mental Diseases And Disorders,Schizophrenia,1761,467,919,844,3032
2014,Westchester,Non-Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",1767,433,1085,845,2611
2014,Sullivan,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,1768,310,479,971,2757
2014,Chautauqua,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,1775,145,230,723,1348
2014,Suffolk,Non-Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",1779,519,1509,814,2847
2014,Suffolk,Non-Dual,Substance Abuse,Opioid Abuse - Continuous,1781,1472,4274,1216,4597
2014,Saratoga,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,1783,357,723,734,2287
2014,Broome,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,1785,135,248,572,1322
2014,Richmond,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,1792,988,2946,1109,4306
2014,New York,Non-Dual,Diabetes Mellitus,Diabetic Retinopathy,1798,523,1340,706,1813
2014,Schenectady,Non-Dual,Diabetes Mellitus,Diabetes,1800,421,766,880,2536
2014,Suffolk,Non-Dual,Diabetes Mellitus,Diabetic Neuropathy,1804,605,1679,821,2287
2014,Bronx,Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,1812,513,970,553,1220
2014,Ulster,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,1823,631,933,718,2188
2014,Monroe,Non-Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",1826,270,649,927,3967
2014,St Lawrence,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,1827,350,672,1100,3572
2014,Niagara,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,1830,776,1420,1099,3674
2014,Dutchess,Non-Dual,Diabetes Mellitus,Diabetes,1838,477,926,757,2207
2014,Richmond,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,1839,805,2231,894,2773
2014,Westchester,Dual,Mental Diseases And Disorders,Schizophrenia,1845,653,1109,618,1676
2014,Bronx,Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,1853,1292,2694,548,1108
2014,Kings,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder - Severe,1856,1037,3249,1011,4104
2014,Niagara,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,1857,197,309,692,1508
2014,Suffolk,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,1869,1059,2727,876,2485
2014,Queens,Non-Dual,Diabetes Mellitus,Diabetic Nephropathy,1872,720,2005,640,1511
2014,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Ventricular and Atrial Septal Defects,1874,1406,2290,706,1647
2014,Nassau,Non-Dual,Diabetes Mellitus,Diabetic Neuropathy,1874,603,1445,732,1544
2014,Erie,Non-Dual,Diabetes Mellitus,Diabetic Neuropathy,1875,618,1245,1069,3545
2014,Queens,Non-Dual,Substance Abuse,Delirium Tremens,1875,1823,6593,1197,7130
2014,Suffolk,Dual,Diseases And Disordes Of The Respiratory System,Asthma,1880,913,1458,771,2122
2014,Schenectady,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,1883,549,844,652,1842
2014,Albany,Dual,Diabetes Mellitus,Diabetes,1885,604,895,744,2264
2014,Rockland,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,1889,330,683,697,2115
2014,Clinton,Non-Dual,Mental Diseases And Disorders,Depression,1891,404,671,1025,2643
2014,Westchester,Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,1894,1273,2112,724,1770
2014,Nassau,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,1895,1028,2527,722,1744
2014,Clinton,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,1896,342,577,872,2317
2014,Erie,Non-Dual,Substance Abuse,Opioid Abuse - Continuous,1898,860,1739,1127,3779
2014,Cattaraugus,Non-Dual,Mental Diseases And Disorders,Depression,1903,450,748,1002,2843
2014,Schenectady,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,1904,201,326,797,1789
2014,Saratoga,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,1906,407,702,742,2166
2014,Suffolk,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,1909,626,949,547,1478
2014,New York,Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,1915,1135,2150,540,1219
2014,Westchester,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,1917,838,2134,1023,3400
2014,Onondaga,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,1924,715,1692,1195,6069
2014,Westchester,Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,1925,721,1319,758,2067
2014,Kings,Dual,Substance Abuse,Chronic Alcohol Abuse,1927,1426,3390,810,3185
2014,Nassau,Non-Dual,Substance Abuse,Other Significant Drug Abuse,1930,846,2299,1015,3233
2014,Kings,Dual,Diseases And Disorders Of The Cardiovascular System,Pulmonary Hypertension,1934,1671,3517,505,977
2014,Onondaga,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,1935,761,1686,1059,4565
2014,Monroe,Dual,Mental Diseases And Disorders,Schizophrenia,1942,559,850,625,2344
2014,Richmond,Non-Dual,Substance Abuse,Chronic Alcohol Abuse,1943,1291,3848,1189,4632
2014,Erie,Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,1947,614,985,765,2302
2014,Queens,Dual,Diabetes Mellitus,Diabetic Retinopathy,1948,670,1156,460,885
2014,Kings,Non-Dual,Diabetes Mellitus,Diabetic Nephropathy,1953,969,2967,790,2259
2014,Niagara,Non-Dual,Diabetes Mellitus,Diabetes,1955,505,957,954,2529
2014,New York,Non-Dual,Mental Diseases And Disorders,Major Personality Disorders,1956,1399,5170,1298,7451
2014,Broome,Non-Dual,Diabetes Mellitus,Diabetes,1957,416,713,861,2583
2014,Cattaraugus,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,1967,348,584,865,2213
2014,Nassau,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Dysrhythmia and Conduction Disorders,1968,1278,3518,967,3232
2014,Queens,Dual,Diabetes Mellitus,Diabetes with Circulatory Complication,1982,717,1193,405,724
2014,Richmond,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,1984,858,2119,670,1658
2014,Albany,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,1987,228,414,732,1877
2014,Kings,Non-Dual,Mental Diseases And Disorders,Major Personality Disorders,2007,1500,5471,1299,7217
2014,Nassau,Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,2009,1174,1712,480,907
2014,Broome,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2014,530,731,622,1708
2014,Orange,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,2014,214,368,715,1678
2014,Kings,Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,2017,1555,3090,562,1511
2014,Kings,Non-Dual,Substance Abuse,Cocaine Abuse - Continuous,2021,1924,9332,1471,8462
2014,Albany,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,2022,667,1465,1142,4317
2014,Monroe,Dual,Diseases And Disordes Of The Respiratory System,Asthma,2026,901,1370,988,4463
2014,Bronx,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,2027,949,2907,1050,3257
2014,New York,Non-Dual,Substance Abuse,Cocaine Abuse - Continuous,2028,1934,10081,1488,8899
2014,Oswego,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2032,444,844,939,2811
2014,Erie,Dual,Diseases And Disordes Of The Respiratory System,Asthma,2039,830,1242,971,2713
2014,Wayne,Non-Dual,Mental Diseases And Disorders,Depression,2044,431,684,1020,3038
2014,Kings,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,2045,1427,2950,557,1151
2014,New York,Non-Dual,Substance Abuse,Delirium Tremens,2047,2021,10895,1556,15574
2014,New York,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,2049,1458,5104,1042,4647
2014,Onondaga,Non-Dual,Substance Abuse,Opioid Abuse,2051,1019,2215,1154,4613
2014,New York,Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,2055,1842,3639,696,2028
2014,Queens,Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,2055,1116,1929,495,955
2014,Suffolk,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,2062,676,2273,1006,3642
2014,Monroe,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,2064,669,1551,1156,6136
2014,Sullivan,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2065,368,593,890,2260
2014,Broome,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2071,398,768,1059,3498
2014,Dutchess,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2074,507,1083,1061,3870
2014,Orange,Dual,Diabetes Mellitus,Diabetes,2074,692,950,625,2049
2014,Queens,Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,2081,1803,3039,603,1233
2014,Monroe,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,2082,1024,1611,771,2925
2014,Bronx,Dual,Diabetes Mellitus,Diabetic Retinopathy,2086,973,1786,604,1069
2014,New York,Non-Dual,Diabetes Mellitus,Other Diabetic Complications,2090,1015,3455,1062,4582
2014,Erie,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Dysrhythmia and Conduction Disorders,2108,1390,3246,1535,7389
2014,Ulster,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2113,447,906,1134,4182
2014,Suffolk,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2116,855,1400,861,2541
2014,Bronx,Dual,Substance Abuse,Opioid Abuse,2117,939,2274,694,1835
2014,Rockland,Dual,Diabetes Mellitus,Diabetes,2117,600,875,549,1083
2014,Erie,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2120,497,839,796,2399
2014,Westchester,Non-Dual,Substance Abuse,Opioid Abuse,2128,963,2487,1200,3930
2014,Chemung,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2132,478,866,1027,2882
2014,Kings,Non-Dual,Diabetes Mellitus,Diabetes with Circulatory Complication,2133,792,2108,786,2168
2014,Bronx,Dual,Substance Abuse,Chronic Alcohol Abuse,2137,1679,3871,917,2871
2014,Queens,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2143,931,1816,764,2218
2014,Richmond,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,2144,294,590,813,1746
2014,Erie,Dual,Mental Diseases And Disorders,Schizophrenia,2149,615,920,720,2171
2014,Albany,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2153,538,1390,1148,5281
2014,Nassau,Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,2161,800,1344,639,1603
2014,Bronx,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,2165,1427,4043,968,2909
2014,Ontario,Non-Dual,Mental Diseases And Disorders,Depression,2165,386,602,1111,3046
2014,Nassau,Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,2168,1463,2394,641,1323
2014,Oswego,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,2168,434,741,933,2690
2014,Monroe,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Dysrhythmia and Conduction Disorders,2171,1339,3420,1713,12046
2014,Bronx,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,2176,1898,5732,1108,3992
2014,Nassau,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,2178,864,2106,887,2150
2014,Oneida,Non-Dual,Mental Diseases And Disorders,Schizophrenia,2183,489,989,1061,3495
2014,Steuben,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2188,390,663,929,2655
2014,Oneida,Dual,Diabetes Mellitus,Diabetes,2191,695,1004,636,1489
2014,Suffolk,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2205,666,1193,744,2095
2014,Orange,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,2206,694,1355,1219,4148
2014,Monroe,Non-Dual,Substance Abuse,Other Significant Drug Abuse,2211,915,1775,1218,4848
2014,Queens,Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,2214,1878,3257,649,1398
2014,Bronx,Dual,Diabetes Mellitus,Diabetic Nephropathy,2215,1402,2933,685,1245
2014,Oneida,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,2224,671,1455,1217,3947
2014,Erie,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,2243,1261,1931,735,1927
2014,New York,Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,2251,1468,2803,761,2025
2014,Queens,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,2253,696,1756,838,1997
2014,Erie,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,2260,971,1967,1203,3667
2014,Monroe,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,2260,1265,1987,809,3357
2014,Bronx,Dual,Diabetes Mellitus,Other Diabetic Complications,2270,1534,3276,722,1549
2014,Kings,Dual,Diseases And Disorders Of The Cardiovascular System,History of Coronary Artery Bypass Graft,2285,1945,3452,624,1186
2014,Suffolk,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Dysrhythmia and Conduction Disorders,2292,1456,4093,1172,4375
2014,Onondaga,Dual,Mental Diseases And Disorders,Depression,2294,888,1438,872,3203
2014,Oneida,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,2299,195,350,838,1834
2014,New York,Dual,HIV Infection,HIV Disease,2305,664,1178,642,1479
2014,Monroe,Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,2307,667,980,906,3329
2014,New York,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2309,930,2093,908,2829
2014,Nassau,Dual,Mental Diseases And Disorders,Schizophrenia,2314,674,1043,563,1312
2014,Dutchess,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,2316,788,1659,1292,4489
2014,Queens,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,2316,1751,3959,989,3123
2014,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Chronic Cardiovascular Diagnoses - Minor,2318,1729,4125,1034,3063
2014,Bronx,Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,2329,2071,4261,719,1514
2014,Queens,Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,2329,1382,2454,656,1639
2014,Niagara,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2331,681,942,717,1740
2014,Bronx,Non-Dual,Substance Abuse,Cocaine Abuse - Continuous,2332,2262,10784,1657,8289
2014,Nassau,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,2332,1003,2651,1008,2854
2014,Suffolk,Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,2345,1653,2566,818,1750
2014,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,2353,1741,5035,1113,4542
2014,Nassau,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,2358,1284,2024,713,1537
2014,Chemung,Non-Dual,Mental Diseases And Disorders,Depression,2363,657,1190,1439,4774
2014,Westchester,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,2365,1247,2050,808,2101
2014,Ulster,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,2367,498,827,1276,4078
2014,Monroe,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,2368,644,1116,1443,5324
2014,Queens,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Device Status,2372,1574,2487,613,1171
2014,Westchester,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,2372,1216,2986,1259,4920
2014,Albany,Non-Dual,Diabetes Mellitus,Diabetes,2374,596,1260,1131,3623
2014,Bronx,Non-Dual,Substance Abuse,Delirium Tremens,2375,2338,10925,1692,12224
2014,Queens,Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,2376,1783,3336,652,1238
2014,New York,Non-Dual,Substance Abuse,Other Significant Drug Abuse - Continuous,2381,2158,10727,1712,11210
2014,Jefferson,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2382,401,686,1146,3310
2014,Steuben,Non-Dual,Mental Diseases And Disorders,Depression,2390,479,812,1238,3677
2014,Monroe,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,2391,917,1991,1423,5768
2014,Queens,Dual,Diabetes Mellitus,Other Diabetic Complications,2393,1277,2502,644,1401
2014,Nassau,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2399,1011,2629,1242,4256
2014,Westchester,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,2403,1410,2328,786,1904
2014,Westchester,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2403,1048,2508,1423,5556
2014,Monroe,Non-Dual,Substance Abuse,Cocaine Abuse,2411,1370,2886,1615,8083
2014,Monroe,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,2420,846,1724,1344,4744
2014,Kings,Non-Dual,Substance Abuse,Delirium Tremens,2422,2375,10432,1721,13367
2014,New York,Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,2422,1873,3822,749,2009
2014,Kings,Non-Dual,Diseases And Disordes Of The Respiratory System,Status Asthmaticus,2430,1675,3087,1509,4673
2014,Richmond,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,2430,1121,1737,573,1420
2014,Jefferson,Non-Dual,Mental Diseases And Disorders,Depression,2431,524,835,1391,4399
2014,Kings,Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,2437,974,1861,542,1064
2014,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,2443,1606,4584,1015,3255
2014,Kings,Dual,Diabetes Mellitus,Diabetic Nephropathy,2473,1503,3025,654,1240
2014,Monroe,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,2473,1093,1648,892,3225
2014,Rensselaer,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,2478,630,1048,1550,5345
2014,Suffolk,Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,2496,1277,1862,675,1423
2014,Richmond,Non-Dual,Substance Abuse,Opioid Abuse,2498,1149,3313,1287,3801
2014,Oneida,Non-Dual,Diabetes Mellitus,Diabetes,2513,595,1141,1099,3073
2014,Kings,Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,2538,670,1272,545,1121
2014,Kings,Non-Dual,Substance Abuse,Drug Abuse Related Diagnoses,2540,1332,6139,1430,8401
2014,Onondaga,Non-Dual,Substance Abuse,Chronic Alcohol Abuse,2554,1287,2776,1506,6437
2014,Queens,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,2558,2156,5331,1100,3431
2014,Bronx,Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,2564,1726,3373,892,1835
2014,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,2571,2181,5107,1121,3392
2014,Bronx,Dual,Diseases And Disorders Of The Cardiovascular System,Angina and Ischemic Heart Disease,2574,1782,3648,836,1837
2014,Bronx,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2576,1129,2366,959,2736
2014,Dutchess,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2579,729,1050,804,2027
2014,Suffolk,Non-Dual,Substance Abuse,Cocaine Abuse,2584,1467,4011,1615,5379
2014,Erie,Non-Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",2589,385,805,1159,3354
2014,Kings,Dual,HIV Infection,HIV Disease,2596,750,1256,754,1677
2014,Bronx,Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,2613,2194,4649,782,1599
2014,New York,Dual,Diseases And Disorders Of The Cardiovascular System,Angina and Ischemic Heart Disease,2623,1575,3108,748,1834
2014,Bronx,Non-Dual,Diseases And Disordes Of The Respiratory System,Status Asthmaticus,2637,2210,4203,1815,5945
2014,Bronx,Non-Dual,Diabetes Mellitus,Diabetic Nephropathy,2640,1206,3441,1123,2660
2014,Bronx,Non-Dual,Substance Abuse,Other Significant Drug Abuse - Continuous,2648,2406,10733,1839,9638
2014,Nassau,Non-Dual,Substance Abuse,Opioid Abuse,2650,1193,3220,1346,4231
2014,Onondaga,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,2657,1307,2879,1687,8542
2014,Queens,Non-Dual,Substance Abuse,Other Significant Drug Abuse,2659,1334,4935,1484,5768
2014,Queens,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,2676,2156,4379,1063,2942
2014,Kings,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,2705,1058,2921,1194,3622
2014,Queens,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,2706,771,2143,1306,4207
2014,Richmond,Non-Dual,Mental Diseases And Disorders,Schizophrenia,2715,891,2265,1305,4068
2014,Erie,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,2717,1281,1887,884,2301
2014,St Lawrence,Non-Dual,Mental Diseases And Disorders,Depression,2737,636,1210,1583,5133
2014,New York,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,2739,1149,2402,826,2284
2014,Chautauqua,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,2742,423,688,1460,4020
2014,Erie,Non-Dual,Substance Abuse,Cocaine Abuse,2749,1453,3030,1774,7135
2014,Westchester,Dual,Mental Diseases And Disorders,Depression,2753,1189,1950,939,2534
2014,Nassau,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,2754,1644,2582,720,1463
2014,Saratoga,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2758,536,1036,890,2399
2014,Monroe,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,2761,897,1678,1737,6898
2014,Nassau,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,2774,1308,3420,1543,5168
2014,Orange,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2777,511,988,1282,4218
